;DATE;HOME;AWAY;HALF_TIME_HOME_GOALS;HALF_TIME_AWAY_GOALS;FULL_TIME_HOME_GOALS;FULL_TIME_AWAY_GOALS;FULL_TIME_RESULT;MAX_HOME_ODDS;MAX_DRAW_ODDS;MAX_AWAY_ODDS;AVG_HOME_ODDS;AVG_DRAW_ODDS;AVG_AWAY_ODDS;MAX_INITIAL_HOME_ODDS;MAX_INITIAL_DRAW_ODDS;MAX_INITIAL_AWAY_ODDS;AVG_INITIAL_HOME_ODDS;AVG_INITIAL_DRAW_ODDS;AVG_INITIAL_AWAY_ODDS
345;07/05/2022;Crystal Palace;Watford;1;0;1;0;H;1,74;4,05;5,5;1,69;3,89;5,2;1,74;3,95;5,75;1,69;3,84;5,33
346;07/05/2022;Brighton;Man United;1;0;4;0;H;2,86;3,58;2,67;2,8;3,44;2,56;3,28;3,5;2,6;3,02;3,34;2,46
347;07/05/2022;Liverpool;Tottenham;0;0;1;1;D;1,5;5,2;7,3;1,46;4,89;6,68;1,51;5,45;7,6;1,43;5,12;7,05
348;08/05/2022;Arsenal;Leeds;2;0;2;1;H;1,5;5,03;7,31;1,46;4,81;6,77;1,59;4,9;6,6;1,53;4,51;6,21
349;08/05/2022;Leicester;Everton;1;2;1;2;A;2,72;3,44;3,05;2,61;3,34;2,8;2,79;3,4;2,9;2,68;3,26;2,78
350;08/05/2022;Norwich;West Ham;0;3;0;4;A;4,7;3,96;1,86;4,51;3,81;1,8;5,14;4,2;1,74;4,88;4,03;1,7
351;08/05/2022;Man City;Newcastle;2;0;5;0;H;1,2;8;21;1,18;7,63;17,16;1,22;8,6;21;1,18;7,9;16,78
352;10/05/2022;Aston Villa;Liverpool;1;1;1;2;A;8;5;1,56;7,35;4,85;1,44;6,84;4,8;1,65;6,37;4,55;1,52
353;11/05/2022;Leeds;Chelsea;0;1;0;3;A;5,34;4,4;1,7;4,98;4,17;1,67;5,25;4,25;1,77;4,86;4,12;1,69
354;11/05/2022;Leicester;Norwich;0;0;3;0;H;1,49;5,2;8;1,44;4,9;7,02;1,42;6;10,25;1,34;5,57;9,13
355;11/05/2022;Watford;Everton;0;0;0;0;D;4,5;3,89;1,93;4,26;3,68;1,87;6,4;3,94;1,78;5,69;3,77;1,67
356;11/05/2022;Wolves;Man City;1;3;1;5;A;14,04;6,4;1,29;12,83;5,88;1,26;14;6,75;1,33;12;6,22;1,26
357;12/05/2022;Tottenham;Arsenal;2;0;3;0;H;2,2;3,79;3,62;2,12;3,6;3,42;2,38;3,6;3,34;2,28;3,47;3,22
358;15/05/2022;Tottenham;Burnley;1;0;1;0;H;1,38;5,6;9,71;1,34;5,36;9,11;1,37;5,8;11,5;1,32;5,56;10,15
359;15/05/2022;Aston Villa;Crystal Palace;0;0;1;1;D;2,15;3,72;3,75;2,06;3,55;3,63;2,09;3,66;4,99;1,88;3,55;4,46
360;15/05/2022;Leeds;Brighton;0;1;1;1;D;2,8;3,7;2,75;2,67;3,52;2,61;2,78;3,63;2,88;2,67;3,45;2,68
361;15/05/2022;Watford;Leicester;1;2;1;5;A;3,86;3,84;2,1;3,65;3,68;2,02;5,54;4,2;1,77;5,12;3,95;1,7
362;15/05/2022;West Ham;Man City;2;0;2;2;D;8,5;5,55;1,42;8,01;5,2;1,38;8,7;5,5;1,45;7,97;5,2;1,39
363;15/05/2022;Wolves;Norwich;0;1;1;1;D;1,5;4,8;8;1,46;4,58;7,25;1,58;4,7;7;1,54;4,44;6,04
364;15/05/2022;Everton;Brentford;2;1;2;3;A;2,18;3,65;3,75;2,1;3,55;3,53;1,99;3,84;4,72;1,91;3,61;4,21
365;16/05/2022;Newcastle;Arsenal;0;0;2;0;H;4,33;3,98;1,95;4,14;3,68;1,88;4,8;4,1;1,93;4,29;3,82;1,84
366;17/05/2022;Southampton;Liverpool;1;1;1;2;A;9;5,8;1,42;8,02;5,49;1,37;7,3;5,25;1,57;6,64;4,91;1,47
367;19/05/2022;Everton;Crystal Palace;0;2;3;2;H;2,01;3,66;4,5;1,95;3,47;4,16;1,9;3,9;4,95;1,86;3,51;4,62
368;19/05/2022;Aston Villa;Burnley;0;1;1;1;D;2,12;3,7;3,9;2,05;3,56;3,7;2,11;3,91;4,1;2,04;3,45;3,88
369;19/05/2022;Chelsea;Leicester;1;1;1;1;D;1,42;5,4;9,25;1,38;4,91;8,66;1,48;5,26;8,17;1,42;4,94;7,48
370;22/05/2022;Arsenal;Everton;2;1;5;1;H;1,4;5,5;9,6;1,37;5,15;8,69;1,4;5,88;10;1,34;5,54;8,95
371;22/05/2022;Brentford;Leeds;0;0;1;2;A;2,48;3,92;2,88;2,41;3,76;2,79;2,43;3,94;3,12;2,33;3,8;2,88
372;22/05/2022;Brighton;West Ham;0;1;3;1;H;2,5;3,7;3;2,4;3,57;2,91;2,9;3,6;2,86;2,66;3,47;2,68
373;22/05/2022;Burnley;Newcastle;0;1;1;2;A;2,34;3,62;3,37;2,24;3,48;3,25;2,6;3,67;3,2;2,48;3,28;3,03
374;22/05/2022;Chelsea;Watford;1;0;2;1;H;1,22;8,7;20;1,17;7,89;17,63;1,22;8,3;19;1,19;7,51;16,11
375;22/05/2022;Crystal Palace;Man United;1;0;1;0;H;3,23;3,81;2,35;3,1;3,66;2,25;3,01;3,65;2,64;2,81;3,49;2,53
376;22/05/2022;Leicester;Southampton;0;0;4;1;H;1,95;4,25;4;1,88;4,03;3,86;1,77;4,45;4,8;1,71;4,29;4,52
377;22/05/2022;Liverpool;Wolves;1;1;3;1;H;1,19;8,8;23;1,16;8,12;18,95;1,17;10,9;24;1,14;9,22;19,12
378;22/05/2022;Man City;Aston Villa;0;1;3;2;H;1,2;9,1;24;1,16;8,18;18,24;1,2;8,8;19;1,17;8,27;15,87
379;22/05/2022;Norwich;Tottenham;0;2;0;5;A;13;7;1,29;11,19;6,45;1,26;12;6,25;1,36;9,99;5,59;1,31
